,MEL.IPI_Pat02.Tumor.SM.4DJZX,MEL.IPI_Pat03.Tumor.SM.4DJZY,MEL.IPI_Pat04.Tumor.SM.4DJZZ,MEL.IPI_Pat06.Tumor.SM.4DK12,MEL.IPI_Pat08.Tumor.SM.4DK14,MEL.IPI_Pat118.Tumor.SM.5X2QV,MEL.IPI_Pat119.Tumor.SM.7459N,MEL.IPI_Pat123.Tumor.SM.5X2R1,MEL.IPI_Pat126.Tumor.SM.5X2R4,MEL.IPI_Pat14.Tumor.SM.53U3C,MEL.IPI_Pat15.Tumor.SM.4DK1B,MEL.IPI_Pat16.Tumor.SM.53U3E,MEL.IPI_Pat19.Tumor.SM.4DK1F,MEL.IPI_Pat20.Tumor.SM.53U3I,MEL.IPI_Pat25.Tumor.SM.4DK1L,MEL.IPI_Pat27.Tumor.SM.4DK1N,MEL.IPI_Pat28.Tumor.SM.4DK1O,MEL.IPI_Pat29.Tumor.SM.4DK1P,MEL.IPI_Pat33.Tumor.SM.4DK1T,MEL.IPI_Pat36.Tumor.SM.53U3X,MEL.IPI_Pat37.Tumor.SM.53U3Y,MEL.IPI_Pat38.Tumor.SM.53U3Z,MEL.IPI_Pat39.Tumor.SM.4DK1Z,MEL.IPI_Pat40.Tumor.SM.4DK21,MEL.IPI_Pat41.Tumor.SM.4DK22,MEL.IPI_Pat43.Tumor.SM.4DK24,MEL.IPI_Pat44.Tumor.SM.4DK25,MEL.IPI_Pat45.Tumor.SM.4DK26,MEL.IPI_Pat46.Tumor.SM.53U48,MEL.IPI_Pat47.Tumor.SM.4DK28,MEL.IPI_Pat49.Tumor.SM.4DK2A,MEL.IPI_Pat50.Tumor.SM.53U69,MEL.IPI_Pat79.Tumor.SM.53U2S,MEL.IPI_Pat80.Tumor.SM.4DK36,MEL.IPI_Pat81.Tumor.SM.4DK37,MEL.IPI_Pat83.Tumor.SM.53U2W,MEL.IPI_Pat85.Tumor.SM.53U2Y,MEL.IPI_Pat86.Tumor.SM.4DK3C,MEL.IPI_Pat88.Tumor.SM.4DK3E,MEL.IPI_Pat90.Tumor.SM.4DK3G,MEL.IPI_Pat91.Tumor.SM.4DK3H,MEL.IPI_Pat98.Tumor.SM.4CU6L
RFC3,1.231851935,5.035905361,12.80923939,3.33301425,7.175464153,6.048160553,11.14342594,6.561445236,9.884272575,11.23499966,6.501116276,8.120862961,10.63346481,5.488310337,4.185369015,6.039439201,6.250293255,8.486888886,6.080403805,10.51655865,12.26955891,8.114561081,4.190398216,4.385196686,1.579678536,3.495718241,10.25662518,10.44451427,13.7896328,6.066480637,6.89579916,5.531403542,3.126663208,12.71218014,3.222337484,2.048543692,5.068825245,5.604826927,7.958202362,6.965905666,13.72738361,8.658327103
RHOA,65.88357544,61.03195572,83.08087158,47.9053154,74.36100006,62.59182358,55.65655899,58.04734802,67.23710632,78.23626709,61.31364441,51.67159271,76.72748566,31.96161652,35.55796051,55.06034088,56.88910294,77.30723572,102.1184387,55.25207138,81.58274841,84.55912018,50.0611763,78.30812836,63.2685318,60.65942764,57.54999924,34.38710022,59.23274231,66.19412994,49.43067932,41.06058121,61.97407532,65.61849213,92.23298645,48.51335144,70.12922668,40.19067764,66.86143494,59.71954346,75.78288269,60.66378403
RHOB,23.63293076,13.3311367,24.43061447,6.120405674,5.172549725,5.373334408,6.128130913,16.89446449,9.692513466,14.75807095,3.351663113,16.66218185,14.1855545,6.752996922,4.444293976,5.334998131,4.971020699,21.5697155,7.147218227,3.153046608,2.593914747,5.052449703,9.644975662,18.19782257,10.55366898,17.74575233,7.304543972,6.212338924,41.48898697,24.00248146,3.075508595,4.092410564,17.84033775,4.930596352,8.866734505,8.021065712,22.54673958,6.31099987,7.34963274,3.746860266,30.3965683,15.9631052
RHOC,30.8148365,10.71611881,24.73545837,14.23445416,8.443383217,7.268392086,9.396443367,15.82063675,12.70239735,38.65502548,10.53359699,11.59493732,32.9490242,16.46277237,7.544753552,19.09586716,10.26508331,21.87712097,15.47822285,11.74459076,32.22674561,11.2124567,15.88347149,19.63967133,12.82484818,11.61132336,14.09525681,14.52134991,17.38875961,22.79664612,11.29240322,8.250323296,19.03820038,14.80812073,14.65248013,7.814398289,18.18038559,24.711689,10.81106472,7.750722885,12.13513279,14.15400219
RHOG,18.16726112,7.02518034,8.664894104,12.61975002,7.545154095,4.061231613,3.477480412,4.059375286,4.222112656,8.259233475,3.967284441,11.98207092,13.80392075,4.067687988,6.114366055,11.17981148,12.88565922,13.12451077,7.100377083,5.785810947,2.679390431,12.76872635,7.782440662,4.327789307,19.10773087,8.579376221,5.044018745,3.794446945,11.57866669,10.32230854,11.26378727,5.007418633,7.844147205,6.826272965,9.69209671,7.3048563,18.48822021,6.381773472,9.466352463,5.421478272,7.981805801,7.047019482
RHOQ,12.00957584,15.01194954,55.42076111,53.91719055,21.70278358,38.02967453,52.41197586,56.87446213,61.947155,10.7300005,31.06608772,37.53395844,36.39516068,46.06707001,21.30140114,39.95816422,28.91579056,60.37857819,39.39448166,17.85935593,21.73264122,24.70775986,21.28923035,53.41099167,26.70586014,11.39567566,29.52766609,34.21604919,15.45998001,115.8728638,22.34648895,25.94695091,62.73209,42.91949081,39.41223145,53.01557159,18.45063782,23.93261909,55.69221497,20.10853004,22.60902405,63.23360062
RMND5B,5.611174583,7.358058453,4.659169674,7.417980671,8.107336998,2.079130173,4.551280975,8.392022133,3.06748867,7.11963892,4.493270874,5.682006836,6.836107731,7.487796307,9.512831688,5.46733284,11.39962769,7.082496166,8.246472359,4.305519104,4.675738335,5.702952385,3.636561155,2.689924955,7.470609665,3.770513773,9.911818504,6.055708408,7.294669151,8.929904938,9.238127708,3.225256443,9.250732422,3.365008354,6.741029263,7.518724442,6.925455093,15.72084618,13.22205925,6.177477837,5.809122086,4.757771015
RNASE6,7.309995651,1.592844009,2.433738947,10.1451416,5.553328514,5.72086525,2.526491642,1.763029218,3.695991755,3.798224211,4.777086735,1.328562617,4.830913067,1.76409924,2.294131994,5.924557686,5.878366947,3.613248348,1.228369594,1.366529822,1.909825563,8.187345505,4.797763348,1.689824104,2.139489412,12.77914238,1.058958769,3.029765129,3.682895422,3.458320379,12.35449314,2.958481073,0.778795123,3.133062363,2.203188896,2.912253857,5.64977169,6.965598106,3.618757963,1.50047636,4.667677879,1.489103317
RND3,5.760793686,6.826918125,9.248698235,6.740766048,2.058833122,7.171981335,7.283871174,18.65402412,10.67406082,16.06583595,8.278530121,6.925239563,10.00366116,5.232677937,1.906194091,5.082032204,2.691085339,2.714071751,3.690640926,21.64168549,9.674199104,6.541023731,2.253503323,3.413558245,0,6.863027096,25.69166374,7.095636845,33.40134048,9.412452698,5.235097408,7.201424599,4.371109486,8.095521927,11.33249283,1.086426377,17.31635284,25.27644348,5.489995003,10.83920097,5.990371227,11.07118416
RNF138,2.76038146,4.758594036,9.979647636,5.659909725,3.96168375,11.27760124,12.36960316,9.472067833,8.481780052,6.201542854,3.101435423,6.602365494,5.034108162,10.95762539,4.011541843,6.827250958,5.941258907,6.01429987,5.138360977,6.140563488,10.1449995,9.459062576,8.81965065,6.491851807,1.271707773,6.015047073,8.235797882,3.34095335,5.106384277,4.688958168,5.821284771,15.02182579,4.754513741,8.563602448,4.450037003,5.365630627,6.96698761,7.351208687,5.185485363,11.01715851,5.511548519,4.616357327
RNF41,3.429377556,4.760554314,7.334882736,6.358598709,4.462842464,2.179214716,2.744485378,7.247148037,3.444503069,3.937689543,5.829283714,5.080719471,6.252450943,3.827925205,5.391495705,15.93331337,7.145767689,8.178099632,5.717609882,5.495818615,3.854753733,4.721815109,5.152922154,5.298018932,9.75032711,2.912867308,9.208051682,3.820894957,5.802458763,6.753647327,5.027730465,3.78522253,7.140022278,5.131283283,4.332818031,5.924226284,5.775788784,3.482169151,3.413630009,4.551932812,5.4523139,6.749750137
RPN1,39.83748245,39.24878311,78.89941406,42.36020279,89.02778625,35.70694351,35.40901184,24.74821281,44.59542084,76.95197296,95.1321106,71.49201202,61.95581436,78.49221802,42.24164581,43.27554321,49.96691895,84.39885712,135.9658966,112.4944305,90.93597412,86.59012604,27.91513634,71.35983276,85.27830505,49.63137817,46.51511383,35.20160294,42.20403671,65.86032867,50.18302536,39.57209396,54.88671494,60.52589035,63.74934387,41.84570694,44.7665329,38.1509552,85.77455139,68.89357758,40.38899231,71.95862579
RPP40,0.618616521,1.538550735,1.215723634,1.714711428,2.544616938,2.629538775,3.971815586,4.298346996,2.292994022,6.72508955,0.633997023,1.552156687,0.969311655,4.251214027,1.511312127,3.21406889,3.915221214,1.647446513,0.777234852,3.228352308,5.607114315,2.137022018,1.940680027,3.359914303,0,1.250386953,1.180796027,3.96629858,2.093732834,2.980839253,1.469577432,3.289402485,3.047408581,2.732326984,4.963021278,3.020911932,1.400174022,2.224998951,2.529449701,4.7778368,2.271452904,2.778752089
RSAD2,0.961542368,0.780468583,0.376947343,10.34172535,1.040144563,0.736716509,0.277537227,0.127823845,0.649775863,0.847042978,0.259762675,0.748879433,0.926679909,1.391703129,9.733174324,0.73089391,2.404942513,0.496320248,0.481267154,0.986240387,0.762506008,1.078307271,2.129496574,0.409792543,1.000881076,3.505288124,0.005566233,0.46919626,0.464968532,6.037848949,8.253900528,0.401811093,0.296018571,0.961857438,0.37747854,0.915931404,7.731907845,0.325859755,1.283329248,0.675499439,1.271929026,2.119893074
RTP4,0.939469099,1.221528173,4.109204292,8.042284012,7.718529224,3.493888855,1.934483647,3.469010592,3.674407959,0.612072229,3.58652997,4.96664381,2.497895718,0.985455871,10.60546589,1.755015135,12.68680573,1.879194737,2.536990166,1.602852821,2.705303669,3.487420321,0.23968485,1.959651828,0,1.877676725,0.576782048,2.995881319,0.420838863,12.17629528,7.983687878,2.125797749,5.882215023,1.704604507,3.123445988,2.364528418,5.13573122,3.591107369,13.65007591,2.08399725,1.834868431,8.1948843
RUNX3,2.238255024,1.18431282,11.16551209,5.812628269,2.402024031,0.937811971,1.945594907,1.930631518,2.77929759,1.117816687,1.366751313,3.273672819,2.914459467,0.334493518,0.665729582,8.431534767,1.944117308,4.062800884,20.38031006,0.063549772,0.266254991,5.175477028,0.878117263,1.794368148,5.335465908,0.851224959,3.827726841,0.326858342,0.838440597,13.93837738,5.572865963,2.393480539,5.454973698,8.938614845,4.189936161,1.795572639,7.139036655,0.322278887,7.013152599,5.342566013,1.68172884,0.81779176
RUVBL1,6.672359467,6.964522839,24.7874012,9.607926369,16.63031769,8.405432701,9.2417202,7.972911835,14.2521143,27.38692284,18.26456261,17.54784775,14.21636581,16.45721626,7.360999107,5.085160732,7.441231728,16.87476349,25.98963737,26.43025208,17.31819916,15.09394169,6.270885944,7.987112045,15.9609251,5.801420212,11.44069481,13.41429234,12.16639423,18.82041168,10.23081207,5.843997002,18.46536636,15.56585884,12.62662506,7.849530697,7.973121166,7.612025738,15.55604839,19.27819061,11.1382246,24.44712448
SAMD9,3.350478411,6.403402805,5.935435295,42.0218544,17.12216568,19.11973763,9.197520256,10.06864452,12.79418468,6.632068634,4.080684662,10.02302933,13.11424732,15.47589493,21.47689438,12.98402596,16.71325493,11.75877285,6.443270683,14.80843163,10.30457401,13.30589485,18.70142746,8.702162743,8.613536835,24.44417763,7.907637119,5.785041809,10.58476067,17.83265495,38.77010345,13.85588455,7.836017132,8.094257355,7.646616459,12.2670269,34.74100494,26.70941162,14.74859142,22.27456665,7.585412979,20.87549973
SAMHD1,145.3055115,66.29175568,45.89571381,207.7226563,86.18097687,207.7428436,58.67189026,26.74795151,60.35863113,78.38260651,8.981276512,142.6898041,165.969162,38.52151108,107.3570328,76.44113159,99.92674255,98.83083344,17.58615685,27.49411201,79.68582916,131.0251923,180.0155945,124.2828293,35.30157471,251.021225,3.605218887,27.92607689,123.2460098,28.43507957,263.0288086,32.51346588,20.20811081,76.27049255,79.04114532,201.1127777,258.2142639,151.3240662,94.75309753,65.74861145,100.3315048,62.67713547
SAMSN1,3.709820509,1.825677037,5.516556263,10.06198692,6.271674156,9.992120743,2.241100073,2.372344494,3.513043165,3.903475285,0.267279923,4.986566544,9.117815018,4.206771374,3.446868181,6.625069141,10.9661274,5.694627762,2.22726655,1.527442336,4.06491518,17.79286003,7.83354187,4.959563255,6.488026142,20.02565956,0.094715439,0.681164265,9.077264786,2.236283064,15.17869663,1.713834167,1.851232529,6.168258667,2.377782106,5.120596409,21.2875843,5.345477104,13.26901054,3.404867411,8.393980026,6.077735424
SAR1A,7.105272293,9.131126404,16.09477425,11.03179932,8.519066811,17.5001812,16.48931503,14.06215572,18.88140678,12.46519279,10.85507774,12.92075729,13.80932808,8.488621712,8.131839752,12.18969059,9.725762367,15.24516964,15.40994549,12.71138477,16.87570381,10.87341309,10.68946457,11.86117458,2.270565987,15.61559296,15.17494488,10.43336868,10.85066509,15.5443573,9.586280823,6.738398552,13.8483181,10.12569523,8.890995026,17.95149231,10.32144165,9.425242424,14.75480843,14.29891014,11.04145718,7.618979454
SAR1B,1.321525097,6.462128639,3.584995985,4.758672237,8.205898285,5.490756989,4.664034367,6.19422245,7.800839901,4.611561775,3.35006094,11.07813644,5.139252663,5.52743721,4.005452156,6.221200943,5.981799603,4.190547943,9.240602493,3.243916512,6.11033535,5.051404476,4.420781136,4.356701374,8.132030487,5.982144356,4.612942696,3.744085074,3.767350674,2.97322917,6.772146702,3.854116678,5.46876812,4.195893765,4.949051857,7.285562515,5.911090374,6.535944462,9.039803505,3.307796001,4.07055521,12.26093292
SDC1,3.025456429,25.29847908,3.120611906,4.68032217,0.341964632,1.239405036,0.386409134,1.566739678,0.675038278,0.835511506,0.525450409,0.321394682,1.205033779,0.880358875,1.501868844,4.915617943,0.068226211,1.928798199,1.930479288,0.927261055,0.404921621,2.410906553,2.034167767,2.354258061,0,7.256317139,0.021069622,1.085350633,1.341621399,3.84916091,9.984168053,2.612386704,0.656022906,3.288348198,0.136672914,3.347983837,2.82105732,0.331440747,2.792908192,0.861412466,2.898951292,0.37128675
SELL,0.957663834,0.602550626,0.768320501,23.62273026,3.934286356,7.688421249,3.851201773,0.425547838,1.306558371,3.857917309,0.171586365,3.205478668,4.234113693,1.186404467,1.737754107,0.487398744,3.853222132,19.15766144,2.526887655,0.277403534,1.367550373,6.863836765,12.68904877,0.474108249,0,5.546320915,1.28790164,0.235932544,1.721956968,1.056097269,16.03439522,1.082235813,1.396121264,1.360931277,0.120205298,2.271648407,9.212656021,0.675260067,3.169473887,5.570118427,1.829635263,1.829350233
SELPLG,31.74190521,5.623282433,7.075874806,27.06015205,11.14935875,15.66066265,3.805875778,2.265219927,5.30467701,10.77642345,0.355243504,4.023425102,17.39519119,3.154129028,4.283932686,15.52356434,9.243501663,17.6566124,2.422008038,1.346884131,3.772616148,19.9639473,10.59022617,8.759373665,7.984517098,16.43387222,0.40852192,1.832514167,19.34001923,4.740767002,23.24357224,2.902707338,5.61306715,9.028806686,3.425061226,12.41059971,35.39467621,5.405987263,17.68152618,5.588231564,9.601335526,8.949159622
SEMA3F,3.468820095,17.37252045,1.930320382,1.307177067,1.876544714,1.092731357,0.255729288,0.56074965,1.255042791,21.67702675,2.111212969,0.632677317,3.15722394,2.264410734,0.927625716,1.761065126,1.205711722,2.422220945,1.172365665,12.81770229,0.833691478,3.165670157,3.995529413,2.819458246,11.7167778,2.019376993,0.303139806,0.641801715,1.240161896,2.045161486,4.360359669,0.690229595,0.896272719,1.538626432,0.775193691,0.83866936,1.710232854,1.567160726,0.780115485,1.225982428,5.998575687,1.543577552
SERPINE1,148.8481598,9.666654587,13.68435287,39.66651535,10.26291752,14.2017765,0.683819771,19.08461761,9.994921684,52.32087326,10.28953266,8.765208244,15.27440739,13.18570805,0.713088572,7.491150379,0.783526957,10.96517277,23.13119316,6.728307247,20.91087151,34.68000031,20.80695915,9.748890877,4.981187344,18.56796837,2.667310715,5.747396469,37.59380722,13.43454647,4.81385231,4.130403996,2.838522911,29.04423523,4.401375294,3.193831921,88.84326935,7.111068726,2.963717461,7.031294823,12.39891911,5.05952692
SH2B3,20.46160507,4.567836285,15.28514099,18.55480194,4.874262333,5.182047367,0.969265759,3.077399969,1.84627831,8.874706268,8.533036232,1.210117817,13.16145611,2.914246321,3.933503866,6.387559891,2.563831568,11.2773056,2.395772219,3.875897884,16.54310799,18.04726982,7.350097179,8.648462296,14.24855328,5.405323505,5.32272768,3.761184692,12.83982277,8.012706757,5.635274887,5.016513348,6.893873692,5.000278473,2.803715468,4.371364117,12.97128201,2.740087271,4.540162087,6.433759689,6.644787312,3.583352566
SH3BP5L,2.457266569,2.201144218,3.530614853,2.222093344,2.080019712,0.821507633,1.175372601,1.093316674,0.779510498,1.715864539,2.902274847,1.249574542,2.345658541,2.252056599,2.500240803,2.573487043,2.182782888,1.901709199,1.665394425,3.012627363,1.865998983,2.225317001,1.58239007,1.916478872,2.78186059,1.100061655,1.589630127,4.995614052,3.123152494,3.706809044,2.565972567,1.262215018,5.218708038,1.613586545,3.022060633,2.281900644,2.105237961,1.721289277,2.057924271,2.072923899,1.116249085,2.330533028
SKA1,0.055675484,0.135754481,0.952207327,0.211402774,0.431750596,0.255500704,0.9050017,0.645791948,1.360615253,0.636369467,0.285298646,0.493498802,0.516158462,0.559493959,0.135017961,0.72173357,0.384043604,0.66285497,0.769462466,0.306654573,1.843549013,1.061141968,0,0.482635975,0,0.627825856,0.79596746,0.202907488,0.559765637,0.552810252,0.355245173,0.557768285,0.326785952,0.845130324,0.040377129,0.176929757,0.444992811,0.455035925,0.878880024,0.990613997,3.176684618,0.540189385
SKA2,0.765456915,1.75613749,4.158073425,2.512784243,2.540958405,3.774877548,9.062851906,3.939265013,7.615294457,3.213325262,5.206149101,10.8528862,4.163812637,3.730766058,3.282276392,1.607620001,3.169508696,5.355147839,11.16798782,4.662335873,4.477632523,5.206712723,1.282203555,4.884496212,10.09849834,3.619980335,5.844766617,4.409952641,5.252441883,3.627432585,3.614737988,6.282272339,4.042453766,6.156253815,3.221942425,2.275517941,4.178748608,5.885445118,7.519715786,2.54326129,3.825606346,3.851904392
SLC16A1,3.377104998,4.362199307,23.5759716,5.122137547,10.23536301,6.531700134,17.24677467,15.28730679,10.40017986,13.18868923,20.48570633,23.88310432,27.83223152,39.19306183,18.90220451,15.98256016,12.64008522,10.44698238,17.19213104,17.68308067,14.89767075,8.39071846,7.78680706,20.50612831,12.68560314,7.878393173,28.84843636,26.15529251,8.964472771,10.48048878,7.413695812,6.262844563,4.865059853,15.17323494,9.763594627,9.583813667,5.180660248,16.8695488,21.98657227,18.93557358,9.792399406,22.82350159
SLC1A3,16.73558426,3.444874525,8.407679558,3.620760679,10.30516243,7.841836929,1.051462293,0.54874897,2.665722847,2.803582907,3.536008835,3.552866221,9.639447212,2.465126753,9.639801025,17.48098183,7.529817581,2.721093178,1.001116395,0.552061319,2.106827259,7.1162467,8.995856285,3.215801001,1.644330502,14.03306675,1.341980219,0.160590529,6.303564072,2.744794607,5.965872288,2.908691883,1.206457257,8.170109749,3.348826408,3.557755709,14.22575665,9.065433502,5.934808254,3.716335535,4.671472073,4.506344795
SLC25A40,0.750214219,2.43379736,4.10473299,7.725206375,2.441073179,10.89226818,10.63765144,7.533248901,6.806269646,3.812228203,8.06846714,5.963057041,3.908932924,4.567816258,3.767997503,6.226800919,2.285028458,4.69281435,3.066208601,3.618229389,16.63196182,6.184862137,2.92712307,2.964404583,3.935112953,2.821217775,6.26833868,3.370996952,2.939525127,2.993321657,3.355024576,7.040052891,1.91841948,10.61959076,2.743304491,2.533451796,2.807889938,7.694468021,3.149027109,9.219107628,3.303569555,2.657921314
SLC25A5,24.35614395,54.64464569,111.6598358,69.89842987,85.8360672,43.55247498,230.5402222,153.9747925,102.8232803,41.57663727,147.5370331,52.06169891,85.80093384,137.3406525,123.7426605,90.39555359,151.1018066,82.6246109,124.2298584,107.5289078,99.95226288,127.3479767,29.5713501,95.61640167,92.72576904,27.95876503,103.7803726,169.5193481,45.65812683,97.90694427,90.46248627,117.3735046,99.42016602,95.33676147,112.1065903,100.1736603,37.97220993,114.0381165,119.9566803,162.6028442,78.59278107,108.1909485
SLC7A7,20.05088234,4.341774464,6.997532368,17.2703743,7.242618084,9.865580559,4.740242958,2.486425161,4.253704548,9.643330574,0.65644455,2.162843704,17.0353241,8.591588974,4.612713337,20.39173126,9.296753883,8.386295319,2.342926264,3.110769033,4.878603458,21.33575821,17.08429527,11.99251938,2.795564175,15.69011498,1.002785564,1.101195335,9.309063911,4.927378655,15.40402412,9.648661614,2.081159592,11.52451992,4.101215839,5.791507721,35.78352737,8.566029549,10.77205563,8.457875252,9.066390991,8.862050057
SMC2,1.284160376,4.055544376,5.712323666,5.204379082,5.196811676,9.739081383,5.840900898,9.623556137,13.63977242,8.835785866,3.98008132,10.46412563,5.980076313,7.128842354,3.322271586,7.256668568,5.384645462,7.240078926,8.657089233,6.656067371,16.93160629,11.52223682,3.018472195,4.844274044,4.563868523,5.593581677,8.947847366,5.883529186,8.420063973,2.774310589,6.314367294,4.347557545,3.804467678,6.574070931,2.210563421,3.83586812,6.536173344,3.904788017,5.142424107,14.13356876,8.682948113,9.323048592
SMO,4.100306988,4.166763306,6.837750435,3.072394371,4.249209881,1.981624484,4.180553913,0.140504107,0.465183497,1.960649967,10.43334293,0.392977655,3.525524855,2.621822119,15.05680847,5.749843597,8.841765404,18.29089546,4.530711174,17.49149704,0.29706493,3.743073463,2.20417428,3.539500713,7.018804073,3.155947208,6.551190376,14.72065353,14.13790894,0.525248051,3.799971104,3.062347174,0.754054308,2.336711168,8.988683701,8.841154099,2.780792952,11.99305916,4.108285427,8.490680695,4.653123856,8.952597618
SMS,29.89616585,20.8158226,64.88833618,35.21994019,32.83561325,42.760746,85.3997879,58.73388672,188.1324921,45.63080215,88.33049011,56.24872589,64.71207428,274.4899902,102.2401352,93.45228577,176.3826294,106.1438522,190.7154388,89.43540192,196.7470551,131.2366638,44.85767365,102.0553894,199.6250763,29.77783012,49.39136505,111.875885,54.61794662,71.44829559,45.52778625,163.1326904,56.61980438,67.80955505,36.00446701,77.47606659,61.42175293,61.1141243,93.9581604,129.6116791,34.18482208,132.1231384
SMURF2,7.066486359,14.92098427,20.61089325,11.84364128,13.66226196,24.88798141,15.17856884,15.87964821,13.75335121,14.27633953,7.348609448,43.05456162,12.52589607,33.05398178,11.4108305,11.06176281,8.090578079,11.33723736,24.44952011,40.24742508,30.0537014,14.61034584,13.8544302,18.54365349,13.50490379,16.00818443,13.05525398,16.57839775,25.55628014,13.56055546,12.82356358,13.1219492,13.54549026,13.67429829,13.85307026,9.58560276,23.06285667,12.4102211,29.21557808,8.828241348,11.39543152,14.84266377
SNRPA,10.53700066,9.623225212,15.79685879,13.36148643,14.24555492,8.907193184,12.67921638,14.13144207,14.59177113,14.57551956,11.68357563,15.03173542,13.63429451,12.89752674,13.8802557,9.727612495,14.15479374,14.5240593,15.01703739,23.07934189,7.661166668,13.95855141,10.6768713,9.34478569,8.36608696,8.532338142,15.42356586,13.04570103,14.99381924,8.4556427,14.29677296,6.67060709,7.623918533,23.27103996,9.319384575,10.99670696,14.39289188,11.48801517,14.32801533,13.48283005,13.59177971,10.34897995
SNRPA1,7.749079704,16.75638199,23.13922501,12.42252827,11.51504135,10.87641525,9.391487122,8.931929588,13.40734196,21.6100769,30.28193092,18.41482353,27.06048584,29.84082794,53.04085922,17.71053314,18.42673874,15.10001373,30.69529152,22.71666718,22.79524994,20.37531471,9.322471619,16.20202827,7.836586952,10.62626266,19.00169563,18.40657043,13.69677925,13.35717964,13.27034664,13.21780491,14.5799284,19.87359047,6.536453724,10.11451912,18.45496368,22.46776962,18.4855957,15.82920742,13.88284779,16.48838806
SNRPB,9.973394394,12.82143211,21.35826492,8.564953804,9.429780006,4.830258369,5.110846996,9.867702484,13.18149853,26.13006401,18.65458488,9.762799263,17.84397697,13.01446915,20.7671032,12.74534225,22.85383987,16.43812561,35.5362587,12.09600925,8.147368431,18.24405479,7.81193018,15.80610943,5.865628243,6.952886105,23.91098213,12.88925743,12.12488937,18.71479797,12.74806976,12.95957565,6.227509975,16.48802567,9.695204735,12.28656006,10.35630226,12.76374245,14.14037037,19.87823105,16.80402946,17.64989853
SNRPC,13.20458126,13.64816284,31.9160862,18.04009247,26.92079926,16.0198555,31.47867203,34.32865906,31.18830109,23.41344833,29.99496269,23.41590691,30.01099396,47.48894119,43.44493866,37.81545639,50.17596817,39.41993713,25.37029648,47.04574585,27.49516106,30.66481018,8.351656914,28.71998215,56.88327789,10.97334003,21.44238281,38.73156357,29.80567551,49.16634369,18.98089981,25.58171272,34.51012039,46.22158051,18.3285923,22.56983566,16.16564751,33.49600601,36.04110336,37.24658585,20.50069618,31.04799461
SNRPD1,8.804432869,13.20365524,40.4042244,15.69255066,14.83651638,26.47999954,39.54150009,36.17318344,62.65733337,33.21721268,19.04275322,44.42117691,20.5188446,55.52438736,24.31855583,29.30422401,36.42215347,26.23705482,33.96392441,66.64305115,36.16248322,37.22951889,14.98282719,35.80751419,28.44609261,16.16973686,33.01596451,19.65530968,27.60786247,28.44506264,20.35007477,29.71551704,24.72174263,47.94389343,11.14814091,36.91535568,18.27723122,33.54850388,26.37996101,44.86004257,32.55550003,66.35135651
SNRPE,2.847566605,11.42198086,34.36190414,8.800322533,18.67930603,20.76616287,60.04305649,22.36986542,27.29343414,15.71625423,27.73715591,27.92119789,19.77282333,50.15774536,25.41861343,17.92489243,31.69519043,15.98913479,25.42053986,41.14481354,37.55965042,15.37045097,6.014106274,15.60687351,3.080051899,11.17814159,18.30254364,19.62769699,21.65156174,30.01843452,19.68934822,19.89578247,23.11243439,25.84329414,14.5759306,22.39325714,6.383871079,23.31978416,15.19197369,40.21366501,11.39178562,15.81010628
SNX17,32.50762558,30.79709435,59.86447144,34.19381332,32.00033188,28.4817524,30.18952179,34.85771179,31.42873001,45.9225502,47.84600449,49.10125351,45.52176666,39.68785858,39.28371429,24.53649139,38.72544479,77.44967651,43.47698975,42.26186371,34.5139122,35.83416748,38.81341171,44.79573441,33.1606636,33.73842239,44.25460434,37.45952225,39.495224,56.75470352,46.35735321,26.86051178,61.37517548,45.00572586,54.57346725,44.49105835,40.57489014,64.45012665,33.75169754,27.20002937,29.06089592,44.71922684
SP140,5.850884914,1.657366753,2.097668886,18.76695251,9.170068741,9.807014465,2.796010256,1.751967073,2.376279354,3.179996729,0.224353358,10.99974155,6.449007988,2.662736893,3.033241749,2.753021717,5.925812244,13.82210064,0.485598892,0.922320664,2.054162502,9.793070793,17.77729797,2.145670176,1.237730742,13.8379631,0.320079595,0.447258622,1.925578713,1.843779326,19.78520966,1.877163291,2.891004562,3.06430769,2.687175989,5.421489239,34.76569748,2.212231875,13.94999886,3.692189455,4.050495625,3.457025528
SPAG17,0.027287047,0.28229624,0.100625113,0.099909999,4.173213959,0.182373032,0.092728086,0.020641848,0.126454294,0.089557074,0.031960547,0.120934062,0.464973003,3.998097181,0.410275668,0.08013022,1.332254052,0.048089467,3.182967901,0.052941177,0.029850805,0.067911588,0.15779829,0.156288102,0.242443457,0.199675202,0.056628969,0.049723372,0.333522558,0.030736569,0.049645074,0.028388128,0.034933008,0.026627516,0.63608098,0.051285632,0.065759338,0.067656882,0.007054999,0.993403554,0.042742118,0.058187172
SPARC,576.2322388,307.7884521,227.7982483,96.08518982,523.7774048,157.5183411,43.14713287,59.8010025,122.3731842,421.1493835,296.7514954,59.79903793,363.3254089,142.0985107,121.4758072,278.2197266,59.93698883,102.8307877,135.334549,113.5081711,164.4709778,226.6579742,344.1148376,271.9886169,234.4123077,577.7778931,173.1205292,156.6963959,287.9134216,143.1569824,55.42824173,151.3723755,203.2554932,127.8922958,273.7252502,94.9169693,390.5189819,165.9975739,28.16780472,65.59835052,199.4084625,104.4909286
